"","user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","quote_count","reply_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url","status","Sentence","arrestlengthyrs","timeservedyrs","charges1","charges2","charges3","activismtype"
"1","49712645","1445495650490019840","2021-10-05 21:06:33","azadiiiiii","#FreeAlaa #SaveAlaa #FreeSanaa https://t.co/lcnX099uyA","Twitter for Android","30",NA,NA,NA,"TRUE","FALSE","1","0",NA,NA,"c(""FreeAlaa"", ""SaveAlaa"", ""FreeSanaa"")",NA,"twitter.com/Monasosh/statu…","https://t.co/lcnX099uyA","https://twitter.com/Monasosh/status/1445443626092269580",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"und","1445443626092269580","Everytime I feel like I don't know how to find the energy to continue, to do something different for @alaa and @Sana2 .. someone across the globe does something and reminds me we are not alone :)

Grateful for everyone calling for #SaveAlaa #FreeSanaa #FreeAlaa #<U+0627><U+0644><U+062D><U+0631><U+064A><U+0629>_<U+0644><U+0644><U+0645><U+0639><U+062A><U+0642><U+0644><U+064A><U+0646>","2021-10-05 17:39:50","Twitter for Android","86","28","7489012","Monasosh","Mona Seif","616326","1321","138193","<U+0627><U+0644><U+0642><U+0648><U+0642><U+0639><U+0629>","<U+0627><U+0644><U+0635><U+0628><U+062D> <U+0628><U+0623><U+062C><U+0631><U+064A> <U+0648><U+0631><U+0627> <U+0627><U+0644><U+0641><U+0631><U+0627><U+0634><U+0627><U+062A>, <U+0648> <U+0628><U+0627><U+0644><U+0644><U+064A><U+0644> <U+0628><U+0623><U+0637><U+0627><U+0631><U+062F> <U+0627><U+0644><U+0639><U+0633><U+0643><U+0631>In the morning I run after butterflies, and at night I chase away the army!","TRUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Egypt",NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)","https://twitter.com/azadiiiiii/status/1445495650490019840","chi.","planeta tierra","desinformémonos hermanAs, hasta que el cuerpo aguante y cuando ya no aguante entonces decidámonos carajo decidámonos y revolucionémonos. mb  Dibujo: A.Vanessita",NA,"FALSE","164","868","3","2255","2830","2009-06-22 18:15:49","FALSE",NA,NA,NA,"https://pbs.twimg.com/profile_banners/49712645/1417181740","http://abs.twimg.com/images/themes/theme19/bg.gif","http://pbs.twimg.com/profile_images/538321107476963329/gqqwZ_bF_normal.jpeg","Sentenced","Imprisonment","1.5",".5","Misuse of Social Media","Spreading False Rumors","NA","Civil & Political Rights"
"2","7489012","1445443626092269580","2021-10-05 17:39:50","Monasosh","Everytime I feel like I don't know how to find the energy to continue, to do something different for @alaa and @Sana2 .. someone across the globe does something and reminds me we are not alone :)

Grateful for everyone calling for #SaveAlaa #FreeSanaa #FreeAlaa #<U+0627><U+0644><U+062D><U+0631><U+064A><U+0629>_<U+0644><U+0644><U+0645><U+0639><U+062A><U+0642><U+0644><U+064A><U+0646>","Twitter for Android","279",NA,NA,NA,"FALSE","FALSE","86","28",NA,NA,"c(""SaveAlaa"", ""FreeSanaa"", ""FreeAlaa"", ""<U+0627><U+0644><U+062D><U+0631><U+064A><U+0629>_<U+0644><U+0644><U+0645><U+0639><U+062A><U+0642><U+0644><U+064A><U+0646>"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""1921671"", ""8752562"")","c(""alaa"", ""sana2"")","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Egypt",NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)","https://twitter.com/Monasosh/status/1445443626092269580","Mona Seif","<U+0627><U+0644><U+0642><U+0648><U+0642><U+0639><U+0629>","<U+0627><U+0644><U+0635><U+0628><U+062D> <U+0628><U+0623><U+062C><U+0631><U+064A> <U+0648><U+0631><U+0627> <U+0627><U+0644><U+0641><U+0631><U+0627><U+0634><U+0627><U+062A>, <U+0648> <U+0628><U+0627><U+0644><U+0644><U+064A><U+0644> <U+0628><U+0623><U+0637><U+0627><U+0631><U+062F> <U+0627><U+0644><U+0639><U+0633><U+0643><U+0631>In the morning I run after butterflies, and at night I chase away the army!","https://t.co/lwbOC1QwMv","FALSE","616326","1321","1944","138193","5843","2007-07-15 16:20:35","TRUE","https://t.co/lwbOC1QwMv","https://soundcloud.com/7awadit",NA,"https://pbs.twimg.com/profile_banners/7489012/1386257307","http://abs.twimg.com/images/themes/theme13/bg.gif","http://pbs.twimg.com/profile_images/1411645189874196482/hNTvyL8i_normal.jpg","Sentenced","Imprisonment","1.5",".5","Misuse of Social Media","Spreading False Rumors","NA","Civil & Political Rights"
"3","7489012","1445182402465345539","2021-10-05 00:21:49","Monasosh","#FreeAlaa #FreeSanaa https://t.co/kP1MMVIj0J","Twitter for Android","20",NA,NA,NA,"FALSE","FALSE","156","35",NA,NA,"c(""FreeAlaa"", ""FreeSanaa"")",NA,NA,NA,NA,"http://pbs.twimg.com/media/FA5RvFrX0AQ4ar7.jpg","https://t.co/kP1MMVIj0J","https://twitter.com/Monasosh/status/1445182402465345539/photo/1","photo","http://pbs.twimg.com/media/FA5RvFrX0AQ4ar7.jpg","https://t.co/kP1MMVIj0J","https://twitter.com/Monasosh/status/1445182402465345539/photo/1",NA,NA,NA,"und",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Egypt",NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)","https://twitter.com/Monasosh/status/1445182402465345539","Mona Seif","<U+0627><U+0644><U+0642><U+0648><U+0642><U+0639><U+0629>","<U+0627><U+0644><U+0635><U+0628><U+062D> <U+0628><U+0623><U+062C><U+0631><U+064A> <U+0648><U+0631><U+0627> <U+0627><U+0644><U+0641><U+0631><U+0627><U+0634><U+0627><U+062A>, <U+0648> <U+0628><U+0627><U+0644><U+0644><U+064A><U+0644> <U+0628><U+0623><U+0637><U+0627><U+0631><U+062F> <U+0627><U+0644><U+0639><U+0633><U+0643><U+0631>In the morning I run after butterflies, and at night I chase away the army!","https://t.co/lwbOC1QwMv","FALSE","616326","1321","1944","138193","5843","2007-07-15 16:20:35","TRUE","https://t.co/lwbOC1QwMv","https://soundcloud.com/7awadit",NA,"https://pbs.twimg.com/profile_banners/7489012/1386257307","http://abs.twimg.com/images/themes/theme13/bg.gif","http://pbs.twimg.com/profile_images/1411645189874196482/hNTvyL8i_normal.jpg","Sentenced","Imprisonment","1.5",".5","Misuse of Social Media","Spreading False Rumors","NA","Civil & Political Rights"
"4","7489012","1443355356768448518","2021-09-29 23:21:47","Monasosh","<U+0648><U+0627><U+0646><U+062A><U+064A> <U+0643><U+062F><U+0629><U+060C> <U+0639><U+0634><U+0627><U+0646> <U+0639><U+0627><U+0631><U+0641><U+0629> <U+062A><U+062A><U+0635><U+0631><U+0641><U+064A> <U+0648><U+0645><U+062A><U+0639><U+0627><U+0645><U+0644><U+0629> <U+062F><U+0627><U+064A><U+0645><U+0627> <U+062A><U+0627><U+064A><U+0647><U+0629> <U+0645><U+0646> <U+0627><U+0644><U+0643><U+0644><U+0627><U+0645><U+061F> @sana2 
<U+0648><U+062D><U+0634><U+062A><U+064A><U+0646><U+064A> <U+0648><U+0632><U+0647><U+0642><U+062A><U+0644><U+0643> <U+0648><U+0632><U+0647><U+0642><U+062A><U+0644><U+0646><U+0627> 
#FreeSanaa","Twitter for Android","105",NA,NA,NA,"FALSE","FALSE","101","9",NA,NA,"FreeSanaa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8752562","sana2","ar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Egypt",NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)","https://twitter.com/Monasosh/status/1443355356768448518","Mona Seif","<U+0627><U+0644><U+0642><U+0648><U+0642><U+0639><U+0629>","<U+0627><U+0644><U+0635><U+0628><U+062D> <U+0628><U+0623><U+062C><U+0631><U+064A> <U+0648><U+0631><U+0627> <U+0627><U+0644><U+0641><U+0631><U+0627><U+0634><U+0627><U+062A>, <U+0648> <U+0628><U+0627><U+0644><U+0644><U+064A><U+0644> <U+0628><U+0623><U+0637><U+0627><U+0631><U+062F> <U+0627><U+0644><U+0639><U+0633><U+0643><U+0631>In the morning I run after butterflies, and at night I chase away the army!","https://t.co/lwbOC1QwMv","FALSE","616326","1321","1944","138193","5843","2007-07-15 16:20:35","TRUE","https://t.co/lwbOC1QwMv","https://soundcloud.com/7awadit",NA,"https://pbs.twimg.com/profile_banners/7489012/1386257307","http://abs.twimg.com/images/themes/theme13/bg.gif","http://pbs.twimg.com/profile_images/1411645189874196482/hNTvyL8i_normal.jpg","Sentenced","Imprisonment","1.5",".5","Misuse of Social Media","Spreading False Rumors","NA","Civil & Political Rights"
"5","7489012","1442526359692087301","2021-09-27 16:27:39","Monasosh","<U+0627><U+0631><U+062C><U+0648><U+0643><U+0645> <U+0645><U+0627> <U+062A><U+0627><U+062E><U+062F><U+0648><U+0634> <U+0639><U+062F><U+0645> <U+0631><U+062F><U+064A> <U+0639><U+0644><U+0649> <U+0627><U+0646><U+0647> <U+062A><U+062C><U+0627><U+0647><U+0644> <U+0627><U+0628><U+062F><U+0627><U+060C> <U+0647><U+0648> <U+0628><U+0633> <U+0627><U+0646><U+0647><U+064A><U+0627><U+0631> <U+0628><U+0637><U+0626> <U+0644><U+0645><U+064A><U+0643><U+0627><U+0646><U+064A><U+0632><U+0645><U+0627><U+062A> <U+062A><U+0639><U+0627><U+0645><U+0644><U+064A> <U+0645><U+0639> <U+0627><U+0644><U+0636><U+063A><U+0637> <U+0627><U+0644><U+0645><U+0633><U+062A><U+0645><U+0631> <U+0648><U+0644><U+0633><U+0629> <U+0628><U+0627><U+062D><U+0627><U+0648><U+0644> <U+0627><U+0644><U+0627><U+0642><U+064A> <U+0646><U+0642><U+0637><U+0629> <U+0627><U+062A><U+0632><U+0627><U+0646> <U+0648><U+0637><U+0631><U+064A><U+0642><U+0629> <U+0645><U+062E><U+062A><U+0644><U+0641><U+0629> <U+062A><U+062E><U+0644><U+064A><U+0646><U+064A> <U+0627><U+0639><U+0631><U+0641> <U+0627><U+0643><U+0645><U+0644> 

<U+0645><U+0645><U+062A><U+0646><U+0629> <U+0644><U+0643><U+0645><U+060C> <U+0648><U+0637><U+0628><U+0639><U+0627> <U+0645><U+0645><U+062A><U+0646><U+0629> <U+0644><U+0643><U+0644> <U+062D><U+062F> <U+0628><U+064A><U+062E><U+0644><U+064A> <U+0628><U+0627><U+0644><U+0647> <U+0645><U+0646> <U+0645><U+0627><U+0645><U+0627> <U+0648><U+0628><U+064A><U+0633><U+062F> <U+0645><U+0643><U+0627><U+0646> <U+063A><U+064A><U+0627><U+0628> <U+0633><U+0646><U+0627><U+0621> <U+0648><U+0639><U+0644><U+0627><U+0621> <U+0648><U+062A><U+0630><U+0628><U+0630><U+0628> <U+062D><U+0636><U+0648><U+0631><U+064A>
#SaveAlaa
#FreeAlaa
#FreeSanaa","Twitter for Android","279","1442526356252807172","7489012","Monasosh","FALSE","FALSE","61","6",NA,NA,"c(""SaveAlaa"", ""FreeAlaa"", ""FreeSanaa"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Egypt",NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)","https://twitter.com/Monasosh/status/1442526359692087301","Mona Seif","<U+0627><U+0644><U+0642><U+0648><U+0642><U+0639><U+0629>","<U+0627><U+0644><U+0635><U+0628><U+062D> <U+0628><U+0623><U+062C><U+0631><U+064A> <U+0648><U+0631><U+0627> <U+0627><U+0644><U+0641><U+0631><U+0627><U+0634><U+0627><U+062A>, <U+0648> <U+0628><U+0627><U+0644><U+0644><U+064A><U+0644> <U+0628><U+0623><U+0637><U+0627><U+0631><U+062F> <U+0627><U+0644><U+0639><U+0633><U+0643><U+0631>In the morning I run after butterflies, and at night I chase away the army!","https://t.co/lwbOC1QwMv","FALSE","616326","1321","1944","138193","5843","2007-07-15 16:20:35","TRUE","https://t.co/lwbOC1QwMv","https://soundcloud.com/7awadit",NA,"https://pbs.twimg.com/profile_banners/7489012/1386257307","http://abs.twimg.com/images/themes/theme13/bg.gif","http://pbs.twimg.com/profile_images/1411645189874196482/hNTvyL8i_normal.jpg","Sentenced","Imprisonment","1.5",".5","Misuse of Social Media","Spreading False Rumors","NA","Civil & Political Rights"
"6","944212070","1445441886139912194","2021-10-05 17:32:55","OmNico72","@siobhan_ogrady  @washingtonpost  #Egypt.
#FreeReda 
#FreeAlaa
#FreeSanaa
#FreeThemAll
@AlsisiOfficial https://t.co/ww8Ezajeh8","Twitter for Android","102",NA,"238854978","siobhan_ogrady","TRUE","FALSE","0","0",NA,NA,"c(""Egypt"", ""FreeReda"", ""FreeAlaa"", ""FreeSanaa"", ""FreeThemAll"")",NA,"twitter.com/sherifmnsour/s…","https://t.co/ww8Ezajeh8","https://twitter.com/sherifmnsour/status/1445358342503796743",NA,NA,NA,NA,NA,NA,NA,NA,"c(""238854978"", ""2467791"", ""2419191913"")","c(""siobhan_ogrady"", ""washingtonpost"", ""AlsisiOfficial"")","und","1445358342503796743","“It’s naive and timid,” I told @siobhan_ogrady of @washingtonpost on conditioning only %10 of aid to #Egypt.
“I think giving 90 percent of a blank check is still a big blank check.”
#FreeReda 
#FreeAlaa
#FreeSanaa
#FreeThemAll
@AlsisiOfficial  https://t.co/vwd4nDXkcX","2021-10-05 12:00:56","Twitter for Android","21","20","83404274","sherifmnsour","Sherif Mansour","13883","5374","48514","Washington, DC","Abu Soraya & Salim. 

Straight out of Matariya, Cairo.

Work with @pressfreedom on @cpjmena.

Agent provocateur  <U+0639><U+0646><U+0635><U+0631> <U+0625><U+062B><U+0627><U+0631><U+064A>.

#Jan25 

#FreeReda","TRUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Egypt",NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)","https://twitter.com/OmNico72/status/1445441886139912194","Nicolas","world ","#FreeRaif #HumanRights #antiraciste aime l'humanitaire",NA,"FALSE","3969","3285","446","389412","267338","2012-11-12 17:59:59","FALSE",NA,NA,NA,"https://pbs.twimg.com/profile_banners/944212070/1474676283","http://abs.twimg.com/images/themes/theme4/bg.gif","http://pbs.twimg.com/profile_images/1210139842371305473/R8q3Ipuy_normal.jpg","Sentenced","Imprisonment","1.5",".5","Misuse of Social Media","Spreading False Rumors","NA","Civil & Political Rights"
"7","83404274","1445358342503796743","2021-10-05 12:00:56","sherifmnsour","“It’s naive and timid,” I told @siobhan_ogrady of @washingtonpost on conditioning only %10 of aid to #Egypt.
“I think giving 90 percent of a blank check is still a big blank check.”
#FreeReda 
#FreeAlaa
#FreeSanaa
#FreeThemAll
@AlsisiOfficial  https://t.co/vwd4nDXkcX","Twitter for Android","267",NA,NA,NA,"FALSE","FALSE","21","20",NA,NA,"c(""Egypt"", ""FreeReda"", ""FreeAlaa"", ""FreeSanaa"", ""FreeThemAll"")",NA,"washingtonpost.com/world/middle_e…","https://t.co/vwd4nDXkcX","https://www.washingtonpost.com/world/middle_east/egypt-sissi-human-rights/2021/10/04/98d73674-214e-11ec-a8d9-0827a2a4b915_story.html",NA,NA,NA,NA,NA,NA,NA,NA,"c(""238854978"", ""2467791"", ""2419191913"")","c(""siobhan_ogrady"", ""washingtonpost"", ""AlsisiOfficial"")","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Egypt",NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)","https://twitter.com/sherifmnsour/status/1445358342503796743","Sherif Mansour","Washington, DC","Abu Soraya & Salim. 

Straight out of Matariya, Cairo.

Work with @pressfreedom on @cpjmena.

Agent provocateur  <U+0639><U+0646><U+0635><U+0631> <U+0625><U+062B><U+0627><U+0631><U+064A>.

#Jan25 

#FreeReda","https://t.co/segr4SQ7aE","FALSE","13883","5374","287","48514","16575","2009-10-18 17:34:58","TRUE","https://t.co/segr4SQ7aE","http://about.me/sherifmansour",NA,"https://pbs.twimg.com/profile_banners/83404274/1611494560","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1419968307675992066/pw0p41V0_normal.jpg","Sentenced","Imprisonment","1.5",".5","Misuse of Social Media","Spreading False Rumors","NA","Civil & Political Rights"
"8","1377064099620749316","1445222552444493824","2021-10-05 03:01:22","MohamedH4A","@Monasosh #FreeAlaa #FreeSanaa","Twitter Web App","20","1445182402465345539","7489012","Monasosh","FALSE","FALSE","1","0",NA,NA,"c(""FreeAlaa"", ""FreeSanaa"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7489012","Monasosh","und",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Egypt",NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)","https://twitter.com/MohamedH4A/status/1445222552444493824","Mohamed Hassan","","<U+0645><U+0627><U+0636><U+0627><U+064A><U+0642><U+0634> <U+0646><U+0641><U+0633><U+0643> <U+0644><U+0648> <U+0632><U+0639><U+0644><U+0627><U+0646> <U+0639><U+0644><U+0634><U+0627><U+0646>
<U+0633><U+064A><U+0628><U+0646><U+0649> <U+0648><U+0639><U+064A><U+0634> <U+0644><U+0646><U+0641><U+0633><U+0643> <U+0648><U+0631><U+0648><U+062D> <U+0644><U+062D><U+062F> <U+062A><U+0627><U+0646><U+0649>
<U+0627><U+0639><U+062A><U+0628><U+0631><U+0646><U+0649> <U+0643><U+0646><U+062A> <U+0635><U+0641><U+062D><U+0629> <U+0641><U+0649> <U+0643><U+062A><U+0627><U+0628> <U+0644><U+064A><U+0643> <U+0648><U+0627><U+062A><U+0631><U+0645><U+0649>
<U+0627><U+0639><U+062A><U+0628><U+0631><U+0646><U+0649> <U+0643><U+0646><U+062A> <U+0642><U+0645><U+0631><U+0643> <U+0648><U+0627><U+062E><U+062A><U+0641><U+064A><U+062A> <U+0641><U+0648><U+0642> <U+0641><U+0649> <U+0627><U+0644><U+0633><U+0645><U+0627>
<U+0628><U+0644><U+0627><U+0634> <U+062A><U+062F><U+0648><U+0631> <U+0639><U+0644><U+064A><U+0627> <U+0627><U+0639><U+062A><U+0628><U+0631><U+0646><U+064A> <U+0645><U+062A>",NA,"FALSE","211","2666","0","10530","5431","2021-03-31 01:04:29","FALSE",NA,NA,NA,"https://pbs.twimg.com/profile_banners/1377064099620749316/1633147061",NA,"http://pbs.twimg.com/profile_images/1441117822294183939/rqn7VVJn_normal.jpg","Sentenced","Imprisonment","1.5",".5","Misuse of Social Media","Spreading False Rumors","NA","Civil & Political Rights"
"9","1362454310580322312","1445184385301483520","2021-10-05 00:29:42","hecoGerman","<U+0644><U+0633><U+0627><U+0647><U+0627> <U+0627><U+0644><U+0639><U+062A><U+0645><U+0629> <U+0648><U+0644><U+0633><U+0627><U+0647><U+0627> #sanaa
<U+0648><U+0644><U+0633><U+0627><U+0647><U+0627> #<U+064A><U+0646><U+0627><U+064A><U+0631> <U+0645><U+062D><U+0628><U+0648><U+0633><U+0629> <U+062C><U+0648><U+0647> <U+0627><U+0644><U+0635><U+062F><U+0648><U+0631> <U+062D><U+062A><U+0645><U+0627> <U+0647><U+062A><U+062E><U+0631><U+062C> <U+062D><U+064A><U+0646> <U+064A><U+0648><U+0645> <U+0648><U+0644><U+0646> <U+064A><U+0637><U+0648><U+0644> <U+0638><U+0644><U+0645> <U+0627><U+0644><U+0633><U+062C><U+0648><U+0646><U+060C><U+0648><U+0644><U+0646> <U+0646><U+062D><U+064A><U+062F> <U+064A><U+0648><U+0645><U+0627><U+064B> <U+0628><U+0639><U+064A><U+062F> <U+0639><U+0646> <U+0627><U+0644><U+062D><U+0642> <U+062F><U+0627><U+064A><U+0645><U+0627><U+064B> <U+0645><U+062F><U+0627><U+0641><U+0639><U+0648><U+0646> <U+0648><U+062D><U+0627><U+0631><U+0633><U+0648><U+0646><U+060C><U+0642><U+0627><U+0644><U+0648><U+0627> <U+0639><U+0644><U+064A><U+0646><U+0627> <U+0645><U+0623><U+062C><U+0648><U+0631><U+064A><U+0646> <U+0642><U+0644><U+0646><U+0627> <U+064A><U+0646><U+0627><U+064A><U+0631> <U+0645><U+0643><U+0645><U+0644><U+064A><U+0646>.
#FreeSanaa https://t.co/CcmAm81mhg","Twitter for Android","198",NA,NA,NA,"FALSE","FALSE","0","0",NA,NA,"c(""sanaa"", ""<U+064A><U+0646><U+0627><U+064A><U+0631>"", ""FreeSanaa"")",NA,NA,NA,NA,"http://pbs.twimg.com/media/FA5TihUWEAAoB8K.jpg","https://t.co/CcmAm81mhg","https://twitter.com/hecoGerman/status/1445184385301483520/photo/1","photo","http://pbs.twimg.com/media/FA5TihUWEAAoB8K.jpg","https://t.co/CcmAm81mhg","https://twitter.com/hecoGerman/status/1445184385301483520/photo/1",NA,NA,NA,"ar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Egypt",NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)","https://twitter.com/hecoGerman/status/1445184385301483520","Hector ruiz <U+0001F1E9><U+0001F1EA>","Germany","<U+0001D5EC><U+0001D5FC><U+0001D602><U+0001D5FF> <U+0001D601><U+0001D5FC><U+0001D602><U+0001D5F4><U+0001D5F5> <U+0001D5F1><U+0001D5EE><U+0001D606><U+0001D600> <U+0001D604><U+0001D5F6><U+0001D5F9><U+0001D5F9> <U+0001D5EF><U+0001D5F2> <U+0001D5FA><U+0001D5EE><U+0001D5F1><U+0001D5F2> <U+0001D5FC><U+0001D5F3> <U+0001D606><U+0001D5FC><U+0001D602> <U+0001D5D4> <U+0001D600><U+0001D601><U+0001D5FF><U+0001D5FC><U+0001D5FB><U+0001D5F4> <U+0001D5FD><U+0001D5F2><U+0001D5FF><U+0001D600><U+0001D5FC><U+0001D5FB> <U+0001D604><U+0001D5F5><U+0001D5FC> <U+0001D5F1><U+0001D5FC><U+0001D5F2><U+0001D600> <U+0001D5FB><U+0001D5FC><U+0001D601> <U+0001D5EF><U+0001D5FF><U+0001D5F2><U+0001D5EE><U+0001D5F8>.
(tuor guide........No.. DM..)",NA,"FALSE","940","1974","1","4455","3702","2021-02-18 17:30:16","FALSE",NA,NA,NA,"https://pbs.twimg.com/profile_banners/1362454310580322312/1632880787",NA,"http://pbs.twimg.com/profile_images/1440982962737135616/3ZruVfmo_normal.jpg","Sentenced","Imprisonment","1.5",".5","Misuse of Social Media","Spreading False Rumors","NA","Civil & Political Rights"
"10","566330305","1444290875912245251","2021-10-02 13:19:13","Bakkar_74","<U+0627><U+0644><U+062D><U+0631><U+064A><U+0629> <U+0644><U+0623><U+0648><U+0644> <U+0648><U+0623><U+062E><U+0631> <U+0627><U+0644><U+0639><U+0646><U+0642><U+0648><U+062F>
#FreeAlaa
#FreeSanaa","Twitter for Android","45",NA,NA,NA,"FALSE","FALSE","4","2",NA,NA,"c(""FreeAlaa"", ""FreeSanaa"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Egypt",NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)","https://twitter.com/Bakkar_74/status/1444290875912245251","#FreeAlaa <U+0628><U+064E><U+0643><U+0651><U+0627><U+0631>","Cairo/ Egypt","<U+0648> <U+0643><U+064F><U+0644> <U+062D><U+0631><U+064D> <U+0628><U+0627><U+0633><U+0645> <U+0641><U+0644><U+0633><U+0637><U+064A><U+0646> <U+064A><U+0641><U+0647><U+0645><U+064F> There's nothing romantic about prison #FreePalestine #JFT74 #FORZAMILAN #Jan25","https://t.co/ACmSyplD2H","FALSE","6299","492","29","103037","53733","2012-04-29 14:06:06","FALSE","https://t.co/ACmSyplD2H","https://soundcloud.com/bakkar74",NA,"https://pbs.twimg.com/profile_banners/566330305/1473898079","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1437529329857085440/CFOOh1y3_normal.jpg","Sentenced","Imprisonment","1.5",".5","Misuse of Social Media","Spreading False Rumors","NA","Civil & Political Rights"
